Reviews,polarity,subjectivity,label
students can find absolutely everything they need the classroom long they have internet connection they can access classroom from anywhere lost worksheets forgotten instructions reviews for tests and much more are all the ready this has erased the need for repeated redundant efforts part this has saved much time and frustration students are more successful because they havebackup resource their fingertips also helps with parent involvement,0.2625,0.51875,positive
connecting students and teachers really good start such google productcan hope that over the time google people will gradually adding awesome features this product and they should keep space for another players also their echo systemam overall happy with google classroom,0.5,0.62,positive
have used google classroom asteacher with students and also instructional technologist teaching teachers still favorite lms option,0.5,1.0,positive
overallreally love using google classroom has made teaching experiencelot easier than was whenonly used hard copies every assignment and had keep individual folders for each students work,0.06944444444444443,0.5138888888888888,positive
used asteacher with middle school studentsdonsee working for preschool elementary unless you add the parents students well parents need creategoogle account able access the information from the newsletter summary they get students donreally getgrade book but they can see grades for each assignment needslot work still,0.26666666666666666,0.5083333333333333,positive
usevariety collaboration tools but regular tool meet google com also since google upgraded hangouts addphone number option itbecomepossible use with everyone regardless someonefirewall settings,0.0,0.07692307692307693,neutral
overallloved using google hangouts itclean fast responsive good quality video and audio calls and students love seeing both email and chatalso gmail has also beencool feature just another part the synchronicitygreat product that available for free andproduct that should used everyone,0.43999999999999995,0.6,positive
using google hangouts meet softwaream able stay connected with employees and business partner when working remotely website content products inventory and customer complaints continue addressed whileam not physically present brick and mortar apparel store the best part the fact thatdonhave paysubscription fees maintenance fees hence roi high ifface any issues with the softwaream able find plenty support google portal and other blogs,0.27642857142857136,0.3807142857142857,positive
usage simply connect with the client conductconsult withpotential client accomplishes those tasks for easily,0.21666666666666667,0.5952380952380952,positive
every app which connected google distinguished with itui comfortable for using and easier explain other people how use you can makecall for large group people and experience will just get better and better,0.2978571428571429,0.5207142857142857,positive
good video conferencing tool that allows you connect with relative ease others with google accounts simply and fast wish still had options share files etc share screenlittle bit too basic for liking especially when you are already connected the suite,0.15,0.44702380952380955,positive
sincetend uselot google products made sense use google hangouts for chatsalso wantedway receive and send text messages from computer ifwasnusingmacimessage,0.0,0.0,neutral
reliable calls great quality video audio and the built chat presentation options are great,0.8,0.75,positive
amazing quality with such ease connect friends and family,0.30000000000000004,0.7,positive
madefew tries with this software and still trying out and testing its pros and cons,-0.1,0.4,negative
google meet has becomedaily tool life since the adoption distance learning university very easy and quick get used but some technical problems can make your experience less fluid andlittle irritating times overall isreliable competent program but can improve some aspects,0.10375000000000001,0.4041666666666667,positive
overall this app useful thatwhyuse dailyhavegoogle pixel iteasy use google apps,0.15,0.0,positive
overall love hangouts,0.25,0.3,positive
basically what were looking for wasconferencing solution that was free and reliable working and presentations directly from home was alsobig consideration hangouts successfully filled that space and has presented reason switch,0.3,0.7000000000000001,positive
love this softwarereally douse the team chat organization for simple communications and messages this software itinstantaneous and since itan extension from google the messages can received either through the computer the cellphone addition the video conferencing and share screen options are awesome itbeen proved very helpful whenwant discuss about something with somebody who not physically presentuse this software for work only avoid confusions with personal communications,0.24285714285714285,0.5285714285714286,positive
used google hangouts predecessor google voice since came outeven used with sprint when they partnered automatic voice forwarding and using your sprint number google voice circa back thend often use laptopmicrophone array and speakers covering the width the device use the speakerphone better quality laptop speakerphone setup with google voice later hangouts than directly onphone google hangoutvoice quality has always been exceptionally clear and steady perceptible delays stuttering and sounds high bitrate google hangouts continues provide cheap international phone calls through any their interfaces also enabled call over any enabled device for cheaper calling when traveling outside usaoften usebluetooth headset with computer alternate regularly between android ios devices often carrying two simultaneously while always maintaining google hangouts the background and the same number across all devices recent years google hangouts allowed login multiple phone accounts insingle device addition voice google hangouts recent years began supporting text and media messages through their desktop and mobile app making seamless startconversation one device then move tomore efficient device without waiting forsynchronization its becomecomplete cell phone replacement without the need stay connected one wireless carrier,0.09870370370370371,0.2291809116809117,positive
very satisfied this allows stay date with colleagues and stay the same page regarding projects and tasks tried other platforms but given hangouts integration withsuite this hands down the best option,0.2738888888888889,0.4177777777777778,positive
super happy with this product glad have made the switch and have intention switching anything else anytime thoughdo wishcould record meetings,0.5444444444444444,0.8888888888888888,positive
overall google hangouts provides with good chatting functionality within our institute end users find extremely easy use and enjoy seeing their email and chats the same window,0.30666666666666664,0.41166666666666674,positive
over yearshave been using google hangouts and experience was very positive itone the most famous and incredible applications available for communication application very light and loads really fast for ita great tool for video conferencing and collaborationthink isgood invesment for any business,0.5144318181818182,0.7211363636363636,positive
using google hangout tool work conduct conferencing calls with web developers socan explain tagging requirements and strategy for new web pages sites applicationsalso use vendor presentations howparticular media campaign performed overall experience has been smooth long asam running one conferencing session and have closed all previous sessions ifam calling using the random conference number and have muted the hangout session while sharing screen works fine,0.01704545454545455,0.32765151515151514,positive
love google hangouts ithow team connects ondaily basis and easy access and utilize itsuper user friendly and very streamlined,0.3770833333333333,0.5583333333333333,positive
conversations google hangout cannot deleted edited that makes serve hasgood record keeping platform for organisation caseforget past conversationcan search them out hangout has helped organisation save cost sourcing for other messaging platforms andprefer for instant messaging,-0.125,0.4305555555555555,negative
have been able use google hangouts quickly and easily communicate across departments and locations for simple and easy exchange information,0.33999999999999997,0.6297619047619049,positive
use hangouts contact potential clientslike not having share phone number from good firstthink itimportant keep personal data protectedprefer that clients contact email social networks before sharing phone numberalso made videoconferences which the shared screen one the toolsuse the most although seems incrediblereally like that hangouts does not notify the other person saw did not see the messages becausethink itan unnecessary functionality today can seemessage and not respond immediately because are busy and for other reason but sometimes itmisinterpreted this one the reasons whylike hangouts more than other messaging platforms,0.09621212121212121,0.4810606060606061,positive
google hangouts helped and continues help with business connect with clients and colleagues although has many things that can improved has everything necessary communicate addition free charge unlimited and without the need use other applications much less install anything isvery good solution especially you areuser the entire google ecosystem since expected its integration excellent,0.2208333333333333,0.6366666666666667,positive
without google hangoutswouldnhave been able successfully complete tasks and responsibilities while working from home remotelyhighly recommend this tool for small companies that want allow their employees the ability telecommute,0.11666666666666665,0.4749999999999999,positive
hangout has helped organization reduce spending onprevious collaboration software hitherto usedpersonally prefer hangout for instant messaging activities not only the software smooth and lightweight but also very easy use well been quick and unproblematic the epitome messaging convenience for,0.2593333333333333,0.7333333333333333,positive
our company hasvery flexible work from home policy which means that most our meetings occur with someone joining via hangouts itusuallyvery good experience share screen and work very much like were sitting side side itespecially useful for working onshared google document both reading and editing the same time also use with clients who are increasingly adopting google suite their corporative tool for emails and documents grown used this way remote collaborations that cringe when asked use skype and get office documents attached emailswould definitely recommend hangouts asgreat tool for video meeting and collaboration howevercannot vouch for itperformance with large quantity attendants usually have more than two three people connecting remotely hangouts,0.184025974025974,0.32396103896103895,positive
hangouts definitely haslot potential and the fact can downloaded your phone amazing becauselot people have issues sending texts between apple and android devices perhaps instead having the hangouts extension open upmini tab for hangouts have take you the old official site insteadliked the old sitelot better than the extension window that pops overall hangouts isgreat communications tool and should used more than the common person highly underrated,0.1509090909090909,0.4854545454545455,positive
integration the key selling point for using hangoutslike thatcan access from anywhere can talk people seamlessly through multiple devices and have search features disposal having the option video chat and send multi media messages also nice yay gifshave definitely told people they need use especially they havegmail address overall the good outweighs the bad andthink the bad sure fixed,0.05000000000000002,0.5518518518518519,positive
google knows best itkilling arguablygood servicelike hangoutsuse every day many timesday work messages come through hangouts personal messages come through hangsouts they are phone tablet car computer they are with text when phone service spottydonget texts butmight have wifi and wifi gethangouts itgreat and itgoing away ish,0.5,0.3666666666666667,positive
hangouts givesfast and efficient communication setup for its users allowing them contact clients coworkers and friends easily and efficiently with very few drawbacks one primary communication tools with coworkers andwill probably keep using such for long into the future,0.08722222222222221,0.4147222222222222,positive
the truth thathave used many instant messaging tools and this particular favoritethink very flexible and very well thought out for corporate environments where they can all communicated addition the google suite experience with this multiplatform solution has been very good particularly agenda always full meetings and most the timehave some document present and what gives more value that you can archive the conversations and calls keep them synchronized the cloudrecommend all users who wish have communication underplatform that innovates every day,0.2911111111111111,0.3969444444444445,positive
efficient software easy use withvery nice and effective interface these are the ideas that come mind the time qualifying this incredible software that has facilitated inconsiderable way labor and professional development,0.5266666666666666,0.7266666666666668,positive
hangouts for essential day day,0.0,0.3,neutral
keeps touch with anybody anywhere running just well ios does android and the web browser ifneed access information that was previously discussedcan review and search through conversations dating back nearlydecade,-0.08333333333333333,0.08333333333333333,negative
while hangouts was groundbreaking software its impending discontinuation makes hard recommend,-0.2916666666666667,0.5416666666666666,negative
itan amazing tool that meets the needs organization and individuals securing the messages sent through end end encryption secure privacy,0.5,0.75,positive
assaid its havelot features should add next generation the appliked much its add notifications that,0.1,0.1,positive
found one the easier ways make free wifi calls the begining the wifi calling era they havenadjusted with the timeshad hoped that hangouts had been more secure for the users not just gathering data for the google machine which already run just kiddinghave right,0.39642857142857146,0.6089285714285714,positive
overallhave hadvery positive experience using hangouts itwonderful individual and works perfectly for business wellneed able have private chats with clients and this makes easy stay connected without providing personal phone number,0.3086580086580087,0.5826839826839827,positive
currently use this tool company throughmultiple conversation participants across the country which all put monitoring information the moment the news events that occur each city all this information analyzed and reports prepared for the managers and executives the organization,0.0,0.4,neutral
hangouts excellent software because much easier use than other software that provide the same service has many interesting options that can complemented with communications between two more peoplerecommend this software all those who requiregood tool communicate between two more people,0.384375,0.4625,positive
makes meeting easier especially when comes vendor partners that are out state makes easy connect face face instead oncall additionally audio sooooo much crisperdonhave the issuestypically phone calls saying heymissed that can you repeat yourself over and over and over again,0.2111111111111111,0.6777777777777779,positive
overall hangouts was the program for rival video chat and stream software used too much bandwidth lacked the quality that hangouts produced,0.1,0.1,positive
have been using google hangouts have online meetings with members that are all over australia and this has been excellent tool have meetings and keep the socialness pointthink better see the people you are speaking than just listen their voiceswill keep using this for work and for personal use,0.5,0.6,positive
have offices customers account managers partners and even developers severalc countries with this solutioncan keep meetings presentations everywhere the world wherehave internet connection the sound can internet phone callcan share screen webcam and aldocan save the meeting keep track,0.4,0.4,positive
gotomeeting effective platform for most business needs just sure that you not require any unique support needs you that you have the time wait and deal with the technician tango that companies like this,0.49375,0.7972222222222223,positive
this software works the mobile apps run great and wondissapoint the addins install and mac are lighweight and install very quickly and still leads when connecting different environments have never experienced having issues withcustomer when using goto meeting their network something that some remote meeting softwares havenbeen able achieve,0.20555555555555557,0.6208333333333333,positive
very useful for conducting the live meetings with the screen sharing,0.2631818181818182,0.25,positive
goto very integral work sinceoverseenumber software projects andneed ensure the stakeholders and colleagues are roped quickly address issues that may ariseenjoy the ease usejust hope they stabilize audio connectivity,0.26666666666666666,0.4,positive
gotomeeting has been the premier corporate web chat service forlong time they have decent customer support and respond you withinday not bad all,0.1722222222222222,0.4444444444444444,positive
had daily meeting with teams latin america either scheduled the rush gtm never failed the preferred tool among thesuite,0.125,0.15,positive
have relishedlot from time saving keeping social distancing while undertaking conferences,0.03333333333333333,0.06666666666666667,positive
was able connect with more those that didnknow how video audio conference from their computers and needed useconference bridge phone number,0.5,0.5625,positive
use slack for most our intracompany communication but gotomeeting what use for all voice video telecons with external parties,0.25,0.3,positive
overall this indispensable tool for despite the bugs that might pop because makes easier conference with team members who are not able present meetings also very helpful attendmeeting whenam not able attend person such whenam sick but can not afford miss out oncritical meeting,-0.07678571428571429,0.4758928571428572,negative
overall does exactly whatneed but really comparing webex with webexcould record meetings create meetings through outlook and had sso enabled gotomeeting seems likestep backwards but still gets the job done justlittle more tedious opinion,0.09,0.39,positive
the overall experience really good gtm runs flawlessly every time and full options the main con just related its price however you your company can afford isreally good option asmeeting software,0.4166666666666666,0.4976190476190477,positive
generalvereally good experience with gtm the video audio quality remarkable and the usability excelent humble opinion one the best meeting softwareve ever used,0.5625,0.5125,positive
love using gotomeeting for team meetings itreliable and easy use have tested out other meeting solutions including zoom but none compare the ease use found with gtm zoom meetings for instance havemuch different interface and very little intuitive about the dashboard conversely gotomeetingdashboard easy understand and follow you can also easily change your user name withinmeeting you are informal meeting with team members you might just list your first name whereas forclient meeting you can list your full name title etc,0.22569444444444445,0.623148148148148,positive
being able communicate with other people company and the ability have recorded with being able back and see who said what and who was suppose what just the time not needing take notes wonderful nowjust print them out and highlight the important stuff gotomeetings has made business look larger than whenspeak with very large companies whenset upgotomeeting with them they are very impressed also gives the opportunity demonstrate our products itso much better than having them youtube watchvideo gotomeetingdemonstrate and then they can ask questions there real time they want changeparametercan that right then real time experience over all wonderful,0.4099489795918368,0.5941326530612245,positive
use this software almost ondaily basis communicate with team members that are not situated the same geographical location the company wide software for all and does make connecting with virtual teams much simplerthink there something for everyone this software and will only get better with time,0.12,0.445,positive
love gotomeeting gtmteach online and hold live chats sometimes nightsweekhave sometimes use another program and times when doesn workhave quickly jusmped gtm and saves the day every timelove the new transcription feature too and students granted isn perfect but what speech text feature ismake sure use gtm and introduce students least once per course the following weekwill switch back the other program and thenlet students vote which program they prefer use the following week gtm wins every timehave used other online voi chat tools but they seem keep changing they think they making improvements but take away suchvaluable feature being able share the moderatorentire screen why either that their newer version cannot handle sharing the entire screen and errors out showing the same screen over and over again intrail overlapping screens that run off into infinity gtm just easier use inviting attendees even easy just set upfuture meeting and the email invitation created for you easy peasyjust tookanother look again and played around with resizing and moving the feature windows andeven found something else about thatdidnknow before nowlove even more,0.2222488038277512,0.4755316321105794,positive
think ita great essential service all companies for smooth and fast communication especially when staff are over the place different cities having this service helps bring everyone together despite the distances,0.23333333333333336,0.625,positive
overall experience nice helps delivering work and makes look easy manage the work with the best communication medium has got great customer support too with great privacy and even cost efficient best business delivers what promises,0.6619047619047619,0.5619047619047619,positive
love gotomeeting because itmostly simple and straightforward support for the product great every issue had was answered within minutes our call the pricing adequate considering how many participants you can have each meeting overallrecommend gotomeeting gold standard right there with webex and joinme gotomeeting opinion more reliable and has easier setup,0.366005291005291,0.43902116402116403,positive
over work great and been the bone for our diaily meetings with screen share and easy work,0.6166666666666667,0.7916666666666667,positive
really great toollike the sharing options and once itloaded can very fast hasgreat reputation andve never had use the support,0.53,0.765,positive
iteasier for get touch with our customers whenever required fast and inreliable way for savedlot time instead travelling customer places check whatgoing customers end and providesolution right wherem sittingm able gather the audience just one single interface save time and costs,0.2285714285714286,0.49374999999999997,positive
gotomeeting has beensolid online meeting application the costs really limit our amount licenses,0.2,0.2,positive
always feel comfortable when using gotomeeting since there are fewer technical problems none mostly when the parties involved are from different locations the world and different companies with multiple infrastructure you hardly haveproblem with the firewall and many local numbers are available calling,0.15083333333333332,0.4041666666666667,positive
with the help this software nowam able work even whenam not physically present this makes job very easy andhave suggested this software many clients they also seems liking this tool honestlyam very satisfied its featureswould highly recommend this everyone who does international business,0.3390476190476191,0.5235714285714286,positive
the business problem solve with gotomeeting simple neededsolution that any our external clients can easily access and join meetings with our teams from any device they might have wantedsolution which gives and our clientsfamiliar feature set along with easy use controls donneed worry about spending parts meetings waiting for people install complex software just joinsimple meeting,0.11333333333333333,0.5047619047619047,positive
like the idea thatgoto meeting can used asremote application that will allow speak vendors and suppliers while different cities countries,0.0,0.6,neutral
feel this ismust for every business big small very convenient and user friendly great audio and visual quality trying convince senior leadership obtainmore joinmeeting conference numbers this will maximize productivity and cut down face face meetings that tend get lengthy and get side tracked,0.1384920634920635,0.3341269841269841,positive
awesome solution that made online client meeting uninterrupted works with low bandwidth well affordable solution for all segments,0.3333333333333333,0.43333333333333335,positive
use gotomeeting onregular basis have meetings with coworkers and colleagues and mostly flawless for those purposes meetings sometimes get delayed due someone having audio other connection issue but not often enough for bebig problem one the most valuable uses for remote presentations hold conferences and judging events where the presenter unable there person using gotomeeting they are able present their powerpoints and interact with the audience real time almost seamlessly they were there biggest recommendation always test important meetings and presentations where time and presentation are important factors with the actual connections and computers that will used the time the actual meeting,0.15,0.44499999999999995,positive
able meet with clients virtually which helps geography illness and winter weather not big issueam glad that integrates with acuity another software system thatuse,0.3333333333333333,0.5750000000000001,positive
used webex join and gotomeeting for work gotomeeting far the easiest and has the fewest issues when customers myself are trying log watching back call recordings itnot pixelated laggy which amazing helps providequality call with customers and prospects,0.23333333333333336,0.6333333333333333,positive
ceo and other hodalways prefer use goto meeting make the external meeting due easy connect feature and external participant doesnneed register also all interview candidate one one external meetings are pretty flexible via goto meeting but for group meeting like internal including customize feature not availale this platform overall hassignificant value till now company particular type conferencedo personally use especially whenneed connect remote people where internet connection very poor and thecan join via dialing,-0.0014285714285714299,0.3926190476190477,negative
solving the business problem training remote users without having the same room gotomeeting allows this very well and asmentioned allows see their screen and their video camera while are the gotomeeting this allows for immediate problem solving and clarification issues,0.03333333333333333,0.20833333333333334,positive
the overall experience has been fine far but they can improve certain things make better there are other competitors the market,0.18432539682539684,0.49107142857142855,positive
the biggest business problem solve with gotomeeting handling support issues very easy show examples instead trying write explanation the issue,0.5633333333333334,1.0,positive
itreliable allows share any type file and the device works with any type web browser any device gotomeeting not only simplified video conferencing enhanced this was particularly true for presentations which were often clunky becausewould need email the powerpoint file separately from the video conference call this centralized the whole process asone stop shop,0.18333333333333335,0.6833333333333332,positive
well you want talk your all your staff and they are not inlocation gotomeeting isway connect all them the same time this saves energy time and cost less you can connect your friends and colleagues all the same time and domeeting without physically being same placereally enjoy this experience using super cool,0.11458333333333333,0.3001488095238095,positive
effective communication platform need,0.6,0.8,positive
have been teaching and holding meetings online for over ten years now andhave used like eight nine different programs through the years some were good but were replaced more popular date programs gotomeeting for has been favorite virtual meeting tool uselove being able set all the online meetings chatswill need for the whole month advance and that gotomeeting will auto generate the email invitation message with the needed hyperlinks and access codes socan easily send out all attendees students well advance justfew minutes before needed and the transcription feature somethingespecially like students they can search through for needed information,0.38148148148148153,0.6064814814814814,positive
gotomeeting one hte easiest conferencing software packages out there easy use and just works,0.43333333333333335,0.8333333333333334,positive
gotomeeting has given usgreat overall experience very good and helps work very convenient the time the meetings and facilitates the work has helped finishwhole time without problems and inprofessional way love the quality service the time customer service really isvery good software thatrecommend everyone,0.4183333333333333,0.4133333333333334,positive
gotomeeting very useful and easy use for everyone the one thing thatreally like about that provide the best services for the audio and the video conferences for the business meeting and this type video quality does not provide any its competitors with the help gotomeeting software can easily communicate with anyone,0.5641666666666667,0.4916666666666667,positive
gotomeeting has helped team andconnect with clients and leads all stages without having leave our office space the ease use gives the opportunity have back back meetings since all you have click start and insecond you are your next meeting,0.0,0.0,neutral
great with limits there are better options out there,0.65,0.625,positive
the support team has been great and has helped realize our meeting potential overall gtm isgreat asset our company and not plan explore other options call quality reliable and that the most important thing can ask for,0.2625,0.6041666666666666,positive
ascoachdid not want limit clients driving distance nor dowant keepdedicated office thatcan bring strangers into outside home zoom not only allows meet seamlessly but allows clients meet comfortably their own home and not have worry about baby sitters etc the ease use and multi platform support removes any compatibility worries when setting meetings,0.22000000000000003,0.5900000000000001,positive
been utilizing zoom talk and meet with collaborators while isolated gathering with the current pandemic zoom has becomepractically day day program thatabuse for both work gatherings and virtual meetups with companionstruly like how you have various clients straightforwardlym prepared speak with various video callsabuse them for chapel meeting week week and that they are incredible,0.225,0.575,positive
used many different software programs deliver our monthly webinar content and zoom has proven the best program yet itease use and interactive functions are far beyond what used the past and allows successfully connect our management teams monthly deliver timely updates,0.35000000000000003,0.6000000000000001,positive
use zoom daily for meetings with many participants the recording feature very helpful and provide with opportunity replicate knowledge and record important meetings,0.275,0.45,positive
the chatbox providesvaluable written transcript the comments also use the chatbox for board voting know there are differences opinion that need discussed recording easy can review the discussion allow people who missed the meeting view love the new breakout rooms and polls are great for maintaining interest,0.46742424242424246,0.6594696969696969,positive
switched zoom recently and has been serving very well all our colleagues can easily meet online while they are doing their job home was really easy implement and deploy our environment,0.26666666666666666,0.5541666666666667,positive
started with free option the beginning which allows participant per meeting the number participants inmeeting mostly less than for our company however free option limits meeting period time minute you need restart the meeting every minute therefore after testing forweek subscribed zoom overallam happy chose zoom for online meetings specific online meeting tools becomes essential during these lockdown period and zoom proved itself with its features and performance,0.23888888888888893,0.5152777777777778,positive
neededreliable audio and video conferencing platform use for small meetings all hands meetings and training among other things zoom has always fit those needs perfectly meetings are easy setup record and the quality always top notch,0.3263888888888889,0.5847222222222223,positive
the quality your meetings much better than most videoconferencing platforms ita little less intuitive itprobably still worth and the free tier still great long your meetings are minutes long less,0.18791666666666668,0.4083333333333333,positive
the speaker has bad internet quality will super hard concentrate and understand whatgoing the lecture not sure zoom capable tuning down the video quality for example compensate for the bad quality audio doesnseem the case whenever host got cut out,-0.22341269841269837,0.5884920634920635,negative
usually conduct site inspections going the site but due the limitations arisen asresult the pandemichave conduct these meetings and inspections virtually the picture quality top notch and there lag especially video withgood internet connection there literally nothing cando asremote team previously were deploying zoom asconferencing tool for only international conferencing limited requirements however now are utilizing for all our meetings video conferences and audio calls ondaily basis,-0.01413690476190476,0.42931547619047616,negative
the software has been essential our business use the video and audio connection the screen sharing the white board and the chat functions,0.0,0.15,neutral
our organization able work around the world thanks zoom couldndo our jobs without videoconferencing isna perfect replacement for person communication but ita lot better than just email text and lots people are using for non business purposes these days and experiencing the benefits video calls replace social engagements just facilitate conversations with people who are far away the negative press really unfortunate because itnot the platformfault but the fault malicious people using unintended ways zoom wasnso successful wouldnbe getting attention from people with evil intentions still use zoom long after this has blown over and are thankful for how enables work efficiently even withdistributed team,0.11212121212121215,0.6492424242424243,positive
overall zoom meetings chat has becomegreat way get work done insimple manner everyone online now and person conferences are outdated whether you working from home remotely need several members different states jump onconference and watch your screen for training purposeswould recommend overall pretty easy use butwould definitely runtest meeting first with least one other person you can guide colleagues accessing for the first timehave used other video meetings and zoom has worked seamlessly for course you donneed use just for business sonclassroom uses well you can chat with family members change backgrounds for fun interaction toowill likely continue use zoom meetings chat forlong while,0.031372549019607836,0.40490196078431373,positive
right now company moving all language classes zoom for the foreseeable future until further notice order commit social distancing during the coronavirus crisis within the washingtonc and new york city metropolitan regions although are still within the first two weeks transition has beensmooth one overall and both teachers and students well company administrators seem pleased enough spite the vast differences between virtual learning and person classes,0.12054112554112555,0.451525974025974,positive
have remote team members all over the world and havestandup everyday using good video really does make the personal connection stronger and the team works better withstronger human bond the slack integration great onwhim can from chatting zoom using zoom the slack channel this takes issue from email tickets and chatting toshared video conference where can share screens and see what people are looking and get resolutions faster,0.2375,0.40625000000000006,positive
forperiod timesolely worked from home becausehad young children zoom wasgame changer for mewas able present for staff meetings have regular meetings with boss discuss tasks meet with other staff when needed coordinate projects train others was instrumental allowing work from home and still stay connected the team and the right path with tasks,0.12678571428571428,0.3354395604395604,positive
not great connects and works long you not using airpods,-0.225,0.575,negative
zoom brings much the table really isdream come true software people can save travel share their work and communicate their ideas from the comfort their own home office whatgreat software,0.3375,0.5125,positive
overall zoom isgreat tool for meetings and webinar people can also join without host joining the call you donhave wait till hostjoin itquick and the phone app works well tolike the itsimple and easy send invite used all meeting including international ones with zoom only and the internet goodnever faced and drop lags the call,0.10833333333333334,0.45833333333333337,positive
are all able share screens and see the same content together the same time not have email our spreadsheets presentations before the meeting constantly reminding everyone where look what are discussing stay topic are able see our teamfaces for better communication which leads better understanding and interaction,0.2857142857142857,0.4047619047619047,positive
overall experience with zoom has been overwhelmingly positive once you get over the initial bumps the road figure out how best use shines assoftwarehave never haddropped stalled buffered callhave never had audio issues really iscut above the rest that regard after using zoomcanimagine going back competitors like skype google hangouts for video conferencing,0.20389610389610388,0.16363636363636364,positive
zoom has beengreat investment for have never had software any tool quickly adopted our users using zoom have cut costs video conferencing and allowed ourselves more with less regards conferencing has become the collaboration tool and more user are doing video conferencing screen sharing than they ever did with another tool,0.29166666666666663,0.39166666666666666,positive
very happy with our choice move zoom not very resource intensive and more cost effective than webex additional firewall work was needed get going our network and the interface clean the web admin console easy use and makes managing licensesbreeze are able save the amount licenses needed non licensed user still has minutes meeting time users are normally prompted very clearly about how soon the min time will elapse and helps wrap meetingshighly recommend zoom for any size organization,0.39777777777777773,0.6562962962962963,positive
zoom meetings are reliable clear and easy use most the time,0.3444444444444444,0.5722222222222223,positive
overall our team loves use everyday havenhad any major issues and they constantly update their features and fix minor bug issues,-0.0375,0.32666666666666666,negative
use zoom for all our internal and external conferencing requirements longer needseperate video and call conferencing our overall experience this regard has been excellent andvery positive change,0.24545454545454545,0.3290909090909091,positive
just works itso easy integrate with google calendar schedule and sendlink and also the paid version use the call recording feature islifesaver everything made fit most businesses needs,0.4444444444444445,0.5777777777777778,positive
our organizationmembers are spread all over northeast ohio and zoom lets folks face face duringmeeting even when distance weather and other complications make person meeting impractical,-0.125,0.375,negative
overallreally like zoomlot itnow main software tool for business and video conferences itgot great video quality and works great devicesalso like that there isnthis huge ordeal use itsystem itgotgreat reputation and almost all the peopledo business with know what zoom and also already use that makes extremely easy well,0.5199999999999999,0.7133333333333334,positive
great solution for calls with more than parties screen sharing easy use and can passed between attendees quickly and easily online chat lets you post links for everyone find follow software fast and doesnrequire constant updating downloading launches quickly,0.3791666666666667,0.60625,positive
zoom meeting isreally good application fornew existing user you can dial for any particular personu will call you need support remotly you can use the zoom meeting using the chat option you can chat with private mode you can broadcast your message,0.28888888888888886,0.4361111111111111,positive
would great could just detect and connect audio and microphone automatically but otherwise has all the features youneed itreliable the quality great and also use zoom rooms which the easiest way connect meetings all our conference roomsthink ita brilliant piece software,0.8333333333333334,0.8333333333333334,positive
originally started using zoom withclient who hadclient out statewas really impressed with the interface and brought into own team itallowed expand our customer base seamlessly out town and drastically cut down unnecessary travel,0.10277777777777777,0.71984126984127,positive
overall experience excellent except for the two comments mentioned before everything else perfect and works flawlessly,0.75,0.75,positive
again the issuesam highlighting are fairly nit picky zoom vastly superior the previous product were using goto meeting,0.41111111111111104,0.6555555555555556,positive
using zoom was great especially for organizations that need take hipaa compliance into consideration since zoom encrypts connections end end works out great also was really easy use their api and was very well documented rarely had issues with reliability through zoom being used directly within our softwarethought was very easy use andmuch better option than most other video platforms also made great use the reporting mechanism know how much utilization were getting out zoom and the meetings that generated across the organization since purchased api subscription were easy customize for the settings each meetingdo think generating meetings zoom kind inconvenient there islot information that must copied and pasted into meeting invites and people often have questions about what link they should use,0.34406250000000005,0.6869791666666667,positive
solves the problem meeting with people outside the office with great quality audio video and sharing and constantly adding new great features,0.3472727272727273,0.4675757575757576,positive
using zoom meetingsam able record for both audio podcasts and video training programs using one simple software prior using zoomwas using two and sometimes three different platforms accomplish the same thingcan through zoom,0.1,0.34142857142857147,positive
overall experience with zoom extremely good the software lightweight but very heavy hitting packed with important features controls and abilitiesfeel this software one the best the market for audio video conferencing,0.368,0.51,positive
have used zoom forlittle overyear and has been amazing experience moved zoom from webex after people constantly having issues with that platform zoom has beennight and day difference with user satisfaction sitting atmuch higher rate than was before,0.2833333333333334,0.5777777777777778,positive
assaid earlier zoom far superior other tools the market even its free version use our conference rooms and personal computers with very good results all scenarios demos support remote daily meetings etc very user friendly and works really fast,0.22166666666666668,0.52125,positive
